Entity,Code,Year,Population - Sex: female - Age: all - Variant: estimates
Iceland,ISL,1966,96736
Iceland,ISL,1967,98279
Iceland,ISL,1968,99593
Iceland,ISL,1969,100540
Iceland,ISL,1970,101102
Iceland,ISL,1971,101967
Iceland,ISL,1972,103499
Iceland,ISL,1973,105064
Iceland,ISL,1974,106485
Iceland,ISL,1975,107882
Iceland,ISL,1976,109007
Iceland,ISL,1977,109877
Iceland,ISL,1978,110804
Iceland,ISL,1979,111913
Iceland,ISL,1980,113138
Iceland,ISL,1981,114462
Iceland,ISL,1982,116019
Iceland,ISL,1983,117656
Iceland,ISL,1984,119019
Iceland,ISL,1985,120036
Iceland,ISL,1986,121018
Iceland,ISL,1987,122365
Iceland,ISL,1988,124285
Iceland,ISL,1989,125865
Iceland,ISL,1990,126913
Iceland,ISL,1991,128480
Iceland,ISL,1992,130164
Iceland,ISL,1993,131494
Iceland,ISL,1994,132639
Iceland,ISL,1995,133410
Iceland,ISL,1996,134191
Iceland,ISL,1997,135339
Iceland,ISL,1998,136836
Iceland,ISL,1999,138559
Iceland,ISL,2000,140497
Iceland,ISL,2001,142371
Iceland,ISL,2002,143722
Iceland,ISL,2003,144747
Iceland,ISL,2004,145859
Iceland,ISL,2005,147626
Iceland,ISL,2006,149962
Iceland,ISL,2007,152900
Iceland,ISL,2008,156006
Iceland,ISL,2009,157585
Iceland,ISL,2010,158152
Iceland,ISL,2011,158926
Iceland,ISL,2012,159907
Iceland,ISL,2013,161482
Iceland,ISL,2014,163226
Iceland,ISL,2015,164693
Iceland,ISL,2016,166392
Iceland,ISL,2017,169186
Iceland,ISL,2018,172604
Iceland,ISL,2019,175778
Iceland,ISL,2020,178582
Iceland,ISL,2021,181678
Iceland,ISL,2022,185515
Iceland,ISL,2023,189139
India,IND,1950,168412064
India,IND,1951,172002540
India,IND,1952,175783883
India,IND,1953,179692765
India,IND,1954,183779232
India,IND,1955,188066834
India,IND,1956,192485197
India,IND,1957,196926595
India,IND,1958,201483277
India,IND,1959,206233250
India,IND,1960,211092590
India,IND,1961,216117378
India,IND,1962,221230333
India,IND,1963,226431779
India,IND,1964,231754959
India,IND,1965,237014375
India,IND,1966,242156125
India,IND,1967,247413576
India,IND,1968,252815547
India,IND,1969,258292592
India,IND,1970,264078800
India,IND,1971,269992687
India,IND,1972,276002302
India,IND,1973,282262489
India,IND,1974,288778158
India,IND,1975,295567225
India,IND,1976,302496350
India,IND,1977,309602022
India,IND,1978,316741770
India,IND,1979,324118280
India,IND,1980,331841034
India,IND,1981,339688105
India,IND,1982,347696487
India,IND,1983,355929051
India,IND,1984,364390703
India,IND,1985,373010479
India,IND,1986,381787998
India,IND,1987,390675313
India,IND,1988,399642401
India,IND,1989,408743404
India,IND,1990,417950635
India,IND,1991,427149611
India,IND,1992,436361801
India,IND,1993,445615497
India,IND,1994,454779608
India,IND,1995,463956334
India,IND,1996,473233112
India,IND,1997,482540310
India,IND,1998,491879889
India,IND,1999,501237654
India,IND,2000,510669298
India,IND,2001,520253489
India,IND,2002,529727318
India,IND,2003,538973043
India,IND,2004,548226047
India,IND,2005,557250135
India,IND,2006,566062905
India,IND,2007,574698453
India,IND,2008,583079195
India,IND,2009,591637547
India,IND,2010,600383483
India,IND,2011,609034767
India,IND,2012,617557833
India,IND,2013,625952834
India,IND,2014,634011080
India,IND,2015,641725763
India,IND,2016,649527206
India,IND,2017,657238299
India,IND,2018,664608907
India,IND,2019,671679246
India,IND,2020,678442229
India,IND,2021,684279789
India,IND,2022,689891757
India,IND,2023,696186329
Indonesia,IDN,1950,34623827
Indonesia,IDN,1951,35364589
Indonesia,IDN,1952,36156233
Indonesia,IDN,1953,37000175
Indonesia,IDN,1954,37897419
Indonesia,IDN,1955,38848591
Indonesia,IDN,1956,39851375
Indonesia,IDN,1957,40903159
Indonesia,IDN,1958,42004108
Indonesia,IDN,1959,43155444
Indonesia,IDN,1960,44356200
Indonesia,IDN,1961,45602247
Indonesia,IDN,1962,46890927
Indonesia,IDN,1963,48223486
Indonesia,IDN,1964,49610676
Indonesia,IDN,1965,50920319
Indonesia,IDN,1966,52185610
Indonesia,IDN,1967,53561457
Indonesia,IDN,1968,55029890
Indonesia,IDN,1969,56570388
Indonesia,IDN,1970,58147056
Indonesia,IDN,1971,59743508
Indonesia,IDN,1972,61355812
Indonesia,IDN,1973,62988927
Indonesia,IDN,1974,64630650
Indonesia,IDN,1975,66283311
Indonesia,IDN,1976,67955595
Indonesia,IDN,1977,69640341
Indonesia,IDN,1978,71350156
Indonesia,IDN,1979,73085713
Indonesia,IDN,1980,74833238
Indonesia,IDN,1981,76585154
Indonesia,IDN,1982,78349563
Indonesia,IDN,1983,80127815
Indonesia,IDN,1984,81903969
Indonesia,IDN,1985,83641343
Indonesia,IDN,1986,85316813
Indonesia,IDN,1987,86961811
Indonesia,IDN,1988,88608445
Indonesia,IDN,1989,90255512
Indonesia,IDN,1990,91878265
Indonesia,IDN,1991,93485679
Indonesia,IDN,1992,95085392
Indonesia,IDN,1993,96685020
Indonesia,IDN,1994,98296980
Indonesia,IDN,1995,99910457
Indonesia,IDN,1996,101533617
Indonesia,IDN,1997,103165735
Indonesia,IDN,1998,104779374
Indonesia,IDN,1999,106338783
Indonesia,IDN,2000,107846665
Indonesia,IDN,2001,109328258
Indonesia,IDN,2002,110795411
Indonesia,IDN,2003,112246628
Indonesia,IDN,2004,113651695
Indonesia,IDN,2005,115090096
Indonesia,IDN,2006,116600584
Indonesia,IDN,2007,118126859
Indonesia,IDN,2008,119646949
Indonesia,IDN,2009,121150079
Indonesia,IDN,2010,122663986
Indonesia,IDN,2011,124217420
Indonesia,IDN,2012,125802830
Indonesia,IDN,2013,127353760
Indonesia,IDN,2014,128844383
Indonesia,IDN,2015,130285562
Indonesia,IDN,2016,131680953
Indonesia,IDN,2017,133024268
Indonesia,IDN,2018,134314241
Indonesia,IDN,2019,135572403
Indonesia,IDN,2020,136741611
Indonesia,IDN,2021,137726591
Indonesia,IDN,2022,138760032
Indonesia,IDN,2023,139934297
Iran,IRN,1950,8104140
Iran,IRN,1951,8301047
Iran,IRN,1952,8503685
Iran,IRN,1953,8711075
Iran,IRN,1954,8925244
Iran,IRN,1955,9152106
Iran,IRN,1956,9392817
Iran,IRN,1957,9642234
Iran,IRN,1958,9899565
Iran,IRN,1959,10176566
Iran,IRN,1960,10474603
Iran,IRN,1961,10787890
Iran,IRN,1962,11113826
Iran,IRN,1963,11453562
Iran,IRN,1964,11809212
Iran,IRN,1965,12179152
Iran,IRN,1966,12557876
Iran,IRN,1967,12940646
Iran,IRN,1968,13329558
Iran,IRN,1969,13733781
Iran,IRN,1970,14156555
Iran,IRN,1971,14585167
Iran,IRN,1972,15017658
Iran,IRN,1973,15463268
Iran,IRN,1974,15927630
Iran,IRN,1975,16408801
Iran,IRN,1976,16903299
Iran,IRN,1977,17433087
Iran,IRN,1978,18009891
Iran,IRN,1979,18642494
Iran,IRN,1980,19341456
Iran,IRN,1981,20318321
Iran,IRN,1982,21369919
Iran,IRN,1983,22259198
Iran,IRN,1984,23154834
Iran,IRN,1985,24058256
Iran,IRN,1986,25007216
Iran,IRN,1987,25976170
Iran,IRN,1988,26880317
Iran,IRN,1989,27716425
Iran,IRN,1990,28564026
Iran,IRN,1991,29377169
Iran,IRN,1992,29987188
Iran,IRN,1993,30108213
Iran,IRN,1994,30179144
Iran,IRN,1995,30534254
Iran,IRN,1996,30885306
Iran,IRN,1997,31278655
Iran,IRN,1998,31733647
Iran,IRN,1999,32211280
Iran,IRN,2000,32712435
Iran,IRN,2001,33243341
Iran,IRN,2002,33534839
Iran,IRN,2003,33857353
Iran,IRN,2004,34474774
Iran,IRN,2005,35127808
Iran,IRN,2006,35784004
Iran,IRN,2007,36353623
Iran,IRN,2008,36851825
Iran,IRN,2009,37360913
Iran,IRN,2010,37876255
Iran,IRN,2011,38388921
Iran,IRN,2012,38897179
Iran,IRN,2013,39418034
Iran,IRN,2014,39957549
Iran,IRN,2015,40510047
Iran,IRN,2016,41102689
Iran,IRN,2017,41709480
Iran,IRN,2018,42256200
Iran,IRN,2019,42726606
Iran,IRN,2020,43070948
Iran,IRN,2021,43449370
Iran,IRN,2022,43995102
Iran,IRN,2023,44547103
Ireland,IRL,1950,1430897
Ireland,IRL,1951,1443282
Ireland,IRL,1952,1446792
Ireland,IRL,1953,1442392
Ireland,IRL,1954,1437200
Ireland,IRL,1955,1431412
Ireland,IRL,1956,1425474
Ireland,IRL,1957,1419998
Ireland,IRL,1958,1414406
Ireland,IRL,1959,1409185
Ireland,IRL,1960,1405414
Ireland,IRL,1961,1405030
Ireland,IRL,1962,1408757
Ireland,IRL,1963,1414529
Ireland,IRL,1964,1421572
Ireland,IRL,1965,1429695
Ireland,IRL,1966,1437701
Ireland,IRL,1967,1445902
Ireland,IRL,1968,1454515
Ireland,IRL,1969,1463682
Ireland,IRL,1970,1474308
Ireland,IRL,1971,1490149
Ireland,IRL,1972,1511735
Ireland,IRL,1973,1534923
Ireland,IRL,1974,1558394
Ireland,IRL,1975,1581905
Ireland,IRL,1976,1605614
Ireland,IRL,1977,1629831
Ireland,IRL,1978,1655405
Ireland,IRL,1979,1679227
Ireland,IRL,1980,1699637
Ireland,IRL,1981,1717419
Ireland,IRL,1982,1732359
Ireland,IRL,1983,1745018
Ireland,IRL,1984,1755645
Ireland,IRL,1985,1764944
Ireland,IRL,1986,1772322
Ireland,IRL,1987,1774344
Ireland,IRL,1988,1770266
Ireland,IRL,1989,1765472
Ireland,IRL,1990,1766889
Ireland,IRL,1991,1776373
Ireland,IRL,1992,1788165
Ireland,IRL,1993,1797240
Ireland,IRL,1994,1805569
Ireland,IRL,1995,1817286
Ireland,IRL,1996,1831741
Ireland,IRL,1997,1848784
Ireland,IRL,1998,1867904
Ireland,IRL,1999,1888407
Ireland,IRL,2000,1912387
Ireland,IRL,2001,1942466
Ireland,IRL,2002,1976164
Ireland,IRL,2003,2008234
Ireland,IRL,2004,2041881
Ireland,IRL,2005,2081355
Ireland,IRL,2006,2133455
Ireland,IRL,2007,2196244
Ireland,IRL,2008,2247703
Ireland,IRL,2009,2277591
Ireland,IRL,2010,2294648
Ireland,IRL,2011,2308305
Ireland,IRL,2012,2320997
Ireland,IRL,2013,2334525
Ireland,IRL,2014,2353345
Ireland,IRL,2015,2376061
Ireland,IRL,2016,2400875
Ireland,IRL,2017,2428919
Ireland,IRL,2018,2459580
Ireland,IRL,2019,2490096
Ireland,IRL,2020,2515448
Ireland,IRL,2021,2538807
Ireland,IRL,2022,2579949
Ireland,IRL,2023,2624043
Isle of Man,IMN,1950,29429
Isle of Man,IMN,1951,29423
Isle of Man,IMN,1952,29229
Isle of Man,IMN,1953,28964
Isle of Man,IMN,1954,28669
Isle of Man,IMN,1955,28345
Isle of Man,IMN,1956,28007
Isle of Man,IMN,1957,27639
Isle of Man,IMN,1958,27272
Isle of Man,IMN,1959,26874
Isle of Man,IMN,1960,26471
Isle of Man,IMN,1961,26275
Isle of Man,IMN,1962,26402
Isle of Man,IMN,1963,26626
Isle of Man,IMN,1964,26860
Isle of Man,IMN,1965,27076
Isle of Man,IMN,1966,27376
Isle of Man,IMN,1967,27825
Isle of Man,IMN,1968,28343
Isle of Man,IMN,1969,28876
Isle of Man,IMN,1970,29418
Isle of Man,IMN,1971,29928
Isle of Man,IMN,1972,30353
Isle of Man,IMN,1973,30761
Isle of Man,IMN,1974,31163
Isle of Man,IMN,1975,31539
Isle of Man,IMN,1976,31909
Isle of Man,IMN,1977,32302
Isle of Man,IMN,1978,32713
Isle of Man,IMN,1979,33116
Isle of Man,IMN,1980,33518
Isle of Man,IMN,1981,33760
Isle of Man,IMN,1982,33792
Isle of Man,IMN,1983,33743
Isle of Man,IMN,1984,33677
Isle of Man,IMN,1985,33595
Isle of Man,IMN,1986,33728
Isle of Man,IMN,1987,34147
Isle of Man,IMN,1988,34658
Isle of Man,IMN,1989,35182
Isle of Man,IMN,1990,35715
Isle of Man,IMN,1991,36137
Isle of Man,IMN,1992,36380
Isle of Man,IMN,1993,36558
Isle of Man,IMN,1994,36729
Isle of Man,IMN,1995,36869
Isle of Man,IMN,1996,37096
Isle of Man,IMN,1997,37485
Isle of Man,IMN,1998,37923
Isle of Man,IMN,1999,38335
Isle of Man,IMN,2000,38705
Isle of Man,IMN,2001,39042
Isle of Man,IMN,2002,39385
Isle of Man,IMN,2003,39715
Isle of Man,IMN,2004,40034
Isle of Man,IMN,2005,40334
Isle of Man,IMN,2006,40663
Isle of Man,IMN,2007,41029
Isle of Man,IMN,2008,41422
Isle of Man,IMN,2009,41831
Isle of Man,IMN,2010,42252
Isle of Man,IMN,2011,42495
Isle of Man,IMN,2012,42491
Isle of Man,IMN,2013,42414
Isle of Man,IMN,2014,42308
Isle of Man,IMN,2015,42174
Isle of Man,IMN,2016,42125
Isle of Man,IMN,2017,42178
Isle of Man,IMN,2018,42276
Isle of Man,IMN,2019,42358
Isle of Man,IMN,2020,42424
Isle of Man,IMN,2021,42460
Isle of Man,IMN,2022,42476
Isle of Man,IMN,2023,42498
Israel,ISR,1950,627255
Israel,ISR,1951,659441
Israel,ISR,1952,691646
Israel,ISR,1953,723808
Israel,ISR,1954,755794
Israel,ISR,1955,787649
Israel,ISR,1956,819366
Israel,ISR,1957,850558
Israel,ISR,1958,881095
Israel,ISR,1959,911059
Israel,ISR,1960,940261
Israel,ISR,1961,973980
Israel,ISR,1962,1016747
Israel,ISR,1963,1064157
Israel,ISR,1964,1112916
Israel,ISR,1965,1163221
Israel,ISR,1966,1215096
Israel,ISR,1967,1268290
Israel,ISR,1968,1322535
Israel,ISR,1969,1377858
Israel,ISR,1970,1434258
Israel,ISR,1971,1491687
Israel,ISR,1972,1543585
Israel,ISR,1973,1585731
Israel,ISR,1974,1624322
Israel,ISR,1975,1663541
Israel,ISR,1976,1703862
Israel,ISR,1977,1744697
Israel,ISR,1978,1785235
Israel,ISR,1979,1825595
Israel,ISR,1980,1866055
Israel,ISR,1981,1906273
Israel,ISR,1982,1946819
Israel,ISR,1983,1984544
Israel,ISR,1984,2021314
Israel,ISR,1985,2057508
Israel,ISR,1986,2090137
Israel,ISR,1987,2124905
Israel,ISR,1988,2160771
Israel,ISR,1989,2198569
Israel,ISR,1990,2283953
Israel,ISR,1991,2407581
Israel,ISR,1992,2500706
Israel,ISR,1993,2567937
Israel,ISR,1994,2636328
Israel,ISR,1995,2709434
Israel,ISR,1996,2784633
Israel,ISR,1997,2858753
Israel,ISR,1998,2931247
Israel,ISR,1999,3010314
Israel,ISR,2000,3094091
Israel,ISR,2001,3169422
Israel,ISR,2002,3233886
Israel,ISR,2003,3291569
Israel,ISR,2004,3347609
Israel,ISR,2005,3404123
Israel,ISR,2006,3462006
Israel,ISR,2007,3521193
Israel,ISR,2008,3581171
Israel,ISR,2009,3642340
Israel,ISR,2010,3707066
Israel,ISR,2011,3773727
Israel,ISR,2012,3841498
Israel,ISR,2013,3911638
Israel,ISR,2014,3984807
Israel,ISR,2015,4062024
Israel,ISR,2016,4139542
Israel,ISR,2017,4213720
Israel,ISR,2018,4285832
Israel,ISR,2019,4357360
Israel,ISR,2020,4426852
Israel,ISR,2021,4496370
Israel,ISR,2022,4574595
Israel,ISR,2023,4649411
Italy,ITA,1950,23849612
Italy,ITA,1951,24003293
Italy,ITA,1952,24123369
Italy,ITA,1953,24336846
Italy,ITA,1954,24565999
Italy,ITA,1955,24730352
Italy,ITA,1956,24881243
Italy,ITA,1957,25025049
Italy,ITA,1958,25176738
Italy,ITA,1959,25338431
Italy,ITA,1960,25501451
Italy,ITA,1961,25665784
Italy,ITA,1962,25848535
Italy,ITA,1963,26047153
Italy,ITA,1964,26269335
Italy,ITA,1965,26496984
Italy,ITA,1966,26713438
Italy,ITA,1967,26920384
Italy,ITA,1968,27103910
Italy,ITA,1969,27275890
Italy,ITA,1970,27438241
Italy,ITA,1971,27592977
Italy,ITA,1972,27775386
Italy,ITA,1973,27974871
Italy,ITA,1974,28168518
Italy,ITA,1975,28350700
Italy,ITA,1976,28508081
Italy,ITA,1977,28647424
Italy,ITA,1978,28772964
Italy,ITA,1979,28883730
Italy,ITA,1980,29003596
Italy,ITA,1981,29094287
Italy,ITA,1982,29134448
Italy,ITA,1983,29164243
Italy,ITA,1984,29192414
Italy,ITA,1985,29220781
Italy,ITA,1986,29235755
Italy,ITA,1987,29247730
Italy,ITA,1988,29270977
Italy,ITA,1989,29302071
Italy,ITA,1990,29337428
Italy,ITA,1991,29367481
Italy,ITA,1992,29400118
Italy,ITA,1993,29429520
Italy,ITA,1994,29596919
Italy,ITA,1995,29596558
Italy,ITA,1996,29447531
Italy,ITA,1997,29467905
Italy,ITA,1998,29491414
Italy,ITA,1999,29515794
Italy,ITA,2000,29537499
Italy,ITA,2001,29556311
Italy,ITA,2002,29611447
Italy,ITA,2003,29765249
Italy,ITA,2004,29975163
Italy,ITA,2005,30140550
Italy,ITA,2006,30259647
Italy,ITA,2007,30446709
Italy,ITA,2008,30686735
Italy,ITA,2009,30870359
Italy,ITA,2010,31015382
Italy,ITA,2011,31126900
Italy,ITA,2012,31201065
Italy,ITA,2013,31246280
Italy,ITA,2014,31238188
Italy,ITA,2015,31172299
Italy,ITA,2016,31086493
Italy,ITA,2017,30996640
Italy,ITA,2018,30898337
Italy,ITA,2019,30803654
Italy,ITA,2020,30683160
Italy,ITA,2021,30575929
Italy,ITA,2022,30509568
Italy,ITA,2023,30437004
Jamaica,JAM,1950,723201
Jamaica,JAM,1951,741628
Jamaica,JAM,1952,758166
Jamaica,JAM,1953,773151
Jamaica,JAM,1954,786875
Jamaica,JAM,1955,799759
Jamaica,JAM,1956,812320
Jamaica,JAM,1957,825054
Jamaica,JAM,1958,838463
Jamaica,JAM,1959,852610
Jamaica,JAM,1960,865129
Jamaica,JAM,1961,875828
Jamaica,JAM,1962,886706
Jamaica,JAM,1963,897792
Jamaica,JAM,1964,908981
Jamaica,JAM,1965,919720
Jamaica,JAM,1966,929784
Jamaica,JAM,1967,939369
Jamaica,JAM,1968,948737
Jamaica,JAM,1969,958383
Jamaica,JAM,1970,968951
Jamaica,JAM,1971,981295
Jamaica,JAM,1972,995217
Jamaica,JAM,1973,1009943
Jamaica,JAM,1974,1024597
Jamaica,JAM,1975,1038376
Jamaica,JAM,1976,1051401
Jamaica,JAM,1977,1063621
Jamaica,JAM,1978,1075339
Jamaica,JAM,1979,1087192
Jamaica,JAM,1980,1099708
Jamaica,JAM,1981,1113116
Jamaica,JAM,1982,1127399
Jamaica,JAM,1983,1142104
Jamaica,JAM,1984,1156249
Jamaica,JAM,1985,1168691
Jamaica,JAM,1986,1178899
Jamaica,JAM,1987,1187226
Jamaica,JAM,1988,1194679
Jamaica,JAM,1989,1202198
Jamaica,JAM,1990,1210587
Jamaica,JAM,1991,1220441
Jamaica,JAM,1992,1231395
Jamaica,JAM,1993,1242787
Jamaica,JAM,1994,1254324
Jamaica,JAM,1995,1265775
Jamaica,JAM,1996,1277009
Jamaica,JAM,1997,1287853
Jamaica,JAM,1998,1298062
Jamaica,JAM,1999,1307438
Jamaica,JAM,2000,1315895
Jamaica,JAM,2001,1323696
Jamaica,JAM,2002,1331379
Jamaica,JAM,2003,1339084
Jamaica,JAM,2004,1346674
Jamaica,JAM,2005,1354010
Jamaica,JAM,2006,1361015
Jamaica,JAM,2007,1367569
Jamaica,JAM,2008,1373676
Jamaica,JAM,2009,1379577
Jamaica,JAM,2010,1385530
Jamaica,JAM,2011,1391611
Jamaica,JAM,2012,1397668
Jamaica,JAM,2013,1403332
Jamaica,JAM,2014,1408413
Jamaica,JAM,2015,1412885
Jamaica,JAM,2016,1416733
Jamaica,JAM,2017,1419911
Jamaica,JAM,2018,1422456
Jamaica,JAM,2019,1424525
Jamaica,JAM,2020,1428809
Jamaica,JAM,2021,1432867
Jamaica,JAM,2022,1434157
Jamaica,JAM,2023,1435052
Japan,JPN,1950,44667893
Japan,JPN,1951,45348898
Japan,JPN,1952,45973975
Japan,JPN,1953,46551952
Japan,JPN,1954,47080665
Japan,JPN,1955,47581016
Japan,JPN,1956,48031633
Japan,JPN,1957,48408831
Japan,JPN,1958,48774441
Japan,JPN,1959,49160116
Japan,JPN,1960,49546752
Japan,JPN,1961,49942972
Japan,JPN,1962,50348974
Japan,JPN,1963,50761026
Japan,JPN,1964,51191818
Japan,JPN,1965,51678553
Japan,JPN,1966,52122746
Japan,JPN,1967,52613888
Japan,JPN,1968,53211994
Japan,JPN,1969,53782780
Japan,JPN,1970,54358584
Japan,JPN,1971,54910997
Japan,JPN,1972,55470501
Japan,JPN,1973,56105465
Japan,JPN,1974,56775910
Japan,JPN,1975,57420581
Japan,JPN,1976,58004761
Japan,JPN,1977,58532082
Japan,JPN,1978,59025668
Japan,JPN,1979,59490907
Japan,JPN,1980,59900962
Japan,JPN,1981,60215897
Japan,JPN,1982,60467548
Japan,JPN,1983,60706827
Japan,JPN,1984,60933778
Japan,JPN,1985,61167756
Japan,JPN,1986,61444073
Japan,JPN,1987,61741564
Japan,JPN,1988,62017762
Japan,JPN,1989,62263902
Japan,JPN,1990,62500628
Japan,JPN,1991,62761827
Japan,JPN,1992,63032851
Japan,JPN,1993,63284766
Japan,JPN,1994,63531146
Japan,JPN,1995,63746396
Japan,JPN,1996,63919589
Japan,JPN,1997,64087900
Japan,JPN,1998,64255730
Japan,JPN,1999,64409935
Japan,JPN,2000,64550717
Japan,JPN,2001,64697042
Japan,JPN,2002,64842965
Japan,JPN,2003,64972058
Japan,JPN,2004,65081087
Japan,JPN,2005,65169335
Japan,JPN,2006,65249421
Japan,JPN,2007,65328437
Japan,JPN,2008,65396988
Japan,JPN,2009,65449719
Japan,JPN,2010,65479171
Japan,JPN,2011,65454813
Japan,JPN,2012,65379499
Japan,JPN,2013,65285757
Japan,JPN,2014,65175092
Japan,JPN,2015,65071437
Japan,JPN,2016,65013223
Japan,JPN,2017,64969710
Japan,JPN,2018,64897021
Japan,JPN,2019,64791065
Japan,JPN,2020,64600332
Japan,JPN,2021,64300222
Japan,JPN,2022,63971115
Japan,JPN,2023,63670972
Jordan,JOR,1950,213053
Jordan,JOR,1951,228989
Jordan,JOR,1952,246359
Jordan,JOR,1953,264881
Jordan,JOR,1954,284428
Jordan,JOR,1955,304912
Jordan,JOR,1956,326272
Jordan,JOR,1957,348449
Jordan,JOR,1958,371214
Jordan,JOR,1959,394138
Jordan,JOR,1960,416622
Jordan,JOR,1961,438260
Jordan,JOR,1962,459330
Jordan,JOR,1963,480992
Jordan,JOR,1964,505942
Jordan,JOR,1965,537162
Jordan,JOR,1966,575751
Jordan,JOR,1967,621111
Jordan,JOR,1968,670576
Jordan,JOR,1969,719675
Jordan,JOR,1970,764635
Jordan,JOR,1971,803660
Jordan,JOR,1972,837393
Jordan,JOR,1973,868189
Jordan,JOR,1974,897799
Jordan,JOR,1975,926826
Jordan,JOR,1976,955483
Jordan,JOR,1977,985002
Jordan,JOR,1978,1016407
Jordan,JOR,1979,1050627
Jordan,JOR,1980,1089734
Jordan,JOR,1981,1134219
Jordan,JOR,1982,1183617
Jordan,JOR,1983,1237420
Jordan,JOR,1984,1294666
Jordan,JOR,1985,1355166
Jordan,JOR,1986,1419077
Jordan,JOR,1987,1486370
Jordan,JOR,1988,1557489
Jordan,JOR,1989,1634183
Jordan,JOR,1990,1748328
Jordan,JOR,1991,1867363
Jordan,JOR,1992,1960135
Jordan,JOR,1993,2056436
Jordan,JOR,1994,2151285
Jordan,JOR,1995,2239093
Jordan,JOR,1996,2316813
Jordan,JOR,1997,2385204
Jordan,JOR,1998,2447665
Jordan,JOR,1999,2507612
Jordan,JOR,2000,2566725
Jordan,JOR,2001,2626245
Jordan,JOR,2002,2687799
Jordan,JOR,2003,2752831
Jordan,JOR,2004,2823652
Jordan,JOR,2005,2897271
Jordan,JOR,2006,3091294
Jordan,JOR,2007,3286512
Jordan,JOR,2008,3367890
Jordan,JOR,2009,3444098
Jordan,JOR,2010,3521935
Jordan,JOR,2011,3613275
Jordan,JOR,2012,3667601
Jordan,JOR,2013,3858791
Jordan,JOR,2014,4233774
Jordan,JOR,2015,4592788
Jordan,JOR,2016,4818361
Jordan,JOR,2017,4931644
Jordan,JOR,2018,5045114
Jordan,JOR,2019,5149742
Jordan,JOR,2020,5246937
Jordan,JOR,2021,5348308
Jordan,JOR,2022,5443973
Jordan,JOR,2023,5535971
Kenya,KEN,1950,2868966
Kenya,KEN,1951,2937440
Kenya,KEN,1952,3013229
Kenya,KEN,1953,3094448
Kenya,KEN,1954,3182160
Kenya,KEN,1955,3278030
Kenya,KEN,1956,3382302
Kenya,KEN,1957,3495151
Kenya,KEN,1958,3613565
Kenya,KEN,1959,3740827
Kenya,KEN,1960,3880290
Kenya,KEN,1961,4029600
Kenya,KEN,1962,4188338
Kenya,KEN,1963,4355546
Kenya,KEN,1964,4531120
Kenya,KEN,1965,4716048
Kenya,KEN,1966,4908390
Kenya,KEN,1967,5107281
Kenya,KEN,1968,5313361
Kenya,KEN,1969,5525952
Kenya,KEN,1970,5742566
Kenya,KEN,1971,5954778
Kenya,KEN,1972,6165655
Kenya,KEN,1973,6382461
Kenya,KEN,1974,6602664
Kenya,KEN,1975,6826077
Kenya,KEN,1976,7051649
Kenya,KEN,1977,7289897
Kenya,KEN,1978,7545272
Kenya,KEN,1979,7811273
Kenya,KEN,1980,8092794
Kenya,KEN,1981,8386798
Kenya,KEN,1982,8691547
Kenya,KEN,1983,9013938
Kenya,KEN,1984,9350467
Kenya,KEN,1985,9696198
Kenya,KEN,1986,10048484
Kenya,KEN,1987,10408261
Kenya,KEN,1988,10781223
Kenya,KEN,1989,11165451
Kenya,KEN,1990,11555098
Kenya,KEN,1991,11933902
Kenya,KEN,1992,12303744
Kenya,KEN,1993,12672656
Kenya,KEN,1994,13043127
Kenya,KEN,1995,13414616
Kenya,KEN,1996,13783441
Kenya,KEN,1997,14158818
Kenya,KEN,1998,14548474
Kenya,KEN,1999,14967574
Kenya,KEN,2000,15418255
Kenya,KEN,2001,15901999
Kenya,KEN,2002,16403126
Kenya,KEN,2003,16910147
Kenya,KEN,2004,17436597
Kenya,KEN,2005,17974288
Kenya,KEN,2006,18524856
Kenya,KEN,2007,19089075
Kenya,KEN,2008,19673022
Kenya,KEN,2009,20273467
Kenya,KEN,2010,20868244
Kenya,KEN,2011,21449703
Kenya,KEN,2012,22017275
Kenya,KEN,2013,22570014
Kenya,KEN,2014,23107088
Kenya,KEN,2015,23631930
Kenya,KEN,2016,24163396
Kenya,KEN,2017,24698361
Kenya,KEN,2018,25211393
Kenya,KEN,2019,25717437
Kenya,KEN,2020,26233734
Kenya,KEN,2021,26746066
Kenya,KEN,2022,27271920
Kenya,KEN,2023,27821999
Lebanon,LBN,1950,671134
Lebanon,LBN,1951,690270
Lebanon,LBN,1952,709995
Lebanon,LBN,1953,730359
Lebanon,LBN,1954,751389
Lebanon,LBN,1955,772973
Lebanon,LBN,1956,795194
Lebanon,LBN,1957,818178
Lebanon,LBN,1958,841851
Lebanon,LBN,1959,866279
Lebanon,LBN,1960,891539
Lebanon,LBN,1961,918777
Lebanon,LBN,1962,947845
Lebanon,LBN,1963,977516
Lebanon,LBN,1964,1006962
Lebanon,LBN,1965,1035496
Lebanon,LBN,1966,1064651
Lebanon,LBN,1967,1093361
Lebanon,LBN,1968,1122647
Lebanon,LBN,1969,1152985
Lebanon,LBN,1970,1181431
Lebanon,LBN,1971,1210966
Lebanon,LBN,1972,1242072
Lebanon,LBN,1973,1273057
Lebanon,LBN,1974,1303576
Lebanon,LBN,1975,1334146
Lebanon,LBN,1976,1357038
Lebanon,LBN,1977,1379585
Lebanon,LBN,1978,1410564
Lebanon,LBN,1979,1441403
