Entity,Code,Year,Population - Sex: male - Age: all - Variant: estimates
North Korea,PRK,2017,12706100
North Korea,PRK,2018,12771195
North Korea,PRK,2019,12830814
North Korea,PRK,2020,12885568
North Korea,PRK,2021,12942567
North Korea,PRK,2022,13002444
North Korea,PRK,2023,13058007
North Macedonia,MKD,1950,606726
North Macedonia,MKD,1951,618891
North Macedonia,MKD,1952,631706
North Macedonia,MKD,1953,645272
North Macedonia,MKD,1954,655796
North Macedonia,MKD,1955,662870
North Macedonia,MKD,1956,669736
North Macedonia,MKD,1957,676112
North Macedonia,MKD,1958,682756
North Macedonia,MKD,1959,690441
North Macedonia,MKD,1960,698732
North Macedonia,MKD,1961,708442
North Macedonia,MKD,1962,716052
North Macedonia,MKD,1963,723856
North Macedonia,MKD,1964,734807
North Macedonia,MKD,1965,745949
North Macedonia,MKD,1966,757874
North Macedonia,MKD,1967,770656
North Macedonia,MKD,1968,784308
North Macedonia,MKD,1969,798669
North Macedonia,MKD,1970,813316
North Macedonia,MKD,1971,827344
North Macedonia,MKD,1972,840770
North Macedonia,MKD,1973,854210
North Macedonia,MKD,1974,867734
North Macedonia,MKD,1975,881751
North Macedonia,MKD,1976,896042
North Macedonia,MKD,1977,910056
North Macedonia,MKD,1978,923855
North Macedonia,MKD,1979,937599
North Macedonia,MKD,1980,951247
North Macedonia,MKD,1981,964658
North Macedonia,MKD,1982,974114
North Macedonia,MKD,1983,979134
North Macedonia,MKD,1984,983205
North Macedonia,MKD,1985,986911
North Macedonia,MKD,1986,990420
North Macedonia,MKD,1987,994043
North Macedonia,MKD,1988,997782
North Macedonia,MKD,1989,1001219
North Macedonia,MKD,1990,1003540
North Macedonia,MKD,1991,999568
North Macedonia,MKD,1992,989398
North Macedonia,MKD,1993,977818
North Macedonia,MKD,1994,969751
North Macedonia,MKD,1995,971056
North Macedonia,MKD,1996,978031
North Macedonia,MKD,1997,984839
North Macedonia,MKD,1998,990986
North Macedonia,MKD,1999,997461
North Macedonia,MKD,2000,1004278
North Macedonia,MKD,2001,1010934
North Macedonia,MKD,2002,1016089
North Macedonia,MKD,2003,1019743
North Macedonia,MKD,2004,1022611
North Macedonia,MKD,2005,1024530
North Macedonia,MKD,2006,1024519
North Macedonia,MKD,2007,1021216
North Macedonia,MKD,2008,1016045
North Macedonia,MKD,2009,1011303
North Macedonia,MKD,2010,1007087
North Macedonia,MKD,2011,1001904
North Macedonia,MKD,2012,995737
North Macedonia,MKD,2013,989105
North Macedonia,MKD,2014,981143
North Macedonia,MKD,2015,971559
North Macedonia,MKD,2016,961052
North Macedonia,MKD,2017,949775
North Macedonia,MKD,2018,938091
North Macedonia,MKD,2019,925909
North Macedonia,MKD,2020,911759
North Macedonia,MKD,2021,900524
North Macedonia,MKD,2022,895013
North Macedonia,MKD,2023,890886
Norway,NOR,1950,1617944
Norway,NOR,1951,1634661
Norway,NOR,1952,1652222
Norway,NOR,1953,1670190
Norway,NOR,1954,1687970
Norway,NOR,1955,1705929
Norway,NOR,1956,1722855
Norway,NOR,1957,1738848
Norway,NOR,1958,1754763
Norway,NOR,1959,1770021
Norway,NOR,1960,1784305
Norway,NOR,1961,1798516
Norway,NOR,1962,1813013
Norway,NOR,1963,1826706
Norway,NOR,1964,1840606
Norway,NOR,1965,1854936
Norway,NOR,1966,1869033
Norway,NOR,1967,1884062
Norway,NOR,1968,1899709
Norway,NOR,1969,1914690
Norway,NOR,1970,1927917
Norway,NOR,1971,1941110
Norway,NOR,1972,1955788
Norway,NOR,1973,1968854
Norway,NOR,1974,1980472
Norway,NOR,1975,1990656
Norway,NOR,1976,1999090
Norway,NOR,1977,2006589
Norway,NOR,1978,2013191
Norway,NOR,1979,2019134
Norway,NOR,1980,2024740
Norway,NOR,1981,2030568
Norway,NOR,1982,2036996
Norway,NOR,1983,2042961
Norway,NOR,1984,2047750
Norway,NOR,1985,2053169
Norway,NOR,1986,2060088
Norway,NOR,1987,2070007
Norway,NOR,1988,2082122
Norway,NOR,1989,2090700
Norway,NOR,1990,2097152
Norway,NOR,1991,2107152
Norway,NOR,1992,2119854
Norway,NOR,1993,2132483
Norway,NOR,1994,2144396
Norway,NOR,1995,2155421
Norway,NOR,1996,2166356
Norway,NOR,1997,2178560
Norway,NOR,1998,2192293
Norway,NOR,1999,2208314
Norway,NOR,2000,2224158
Norway,NOR,2001,2236568
Norway,NOR,2002,2248970
Norway,NOR,2003,2262494
Norway,NOR,2004,2276468
Norway,NOR,2005,2292935
Norway,NOR,2006,2313787
Norway,NOR,2007,2342661
Norway,NOR,2008,2377285
Norway,NOR,2009,2410809
Norway,NOR,2010,2443698
Norway,NOR,2011,2479760
Norway,NOR,2012,2517292
Norway,NOR,2013,2551595
Norway,NOR,2014,2583074
Norway,NOR,2015,2611886
Norway,NOR,2016,2637057
Norway,NOR,2017,2658721
Norway,NOR,2018,2676699
Norway,NOR,2019,2695741
Norway,NOR,2020,2712783
Norway,NOR,2021,2728201
Norway,NOR,2022,2751270
Norway,NOR,2023,2780919
Pakistan,PAK,1950,19512903
Pakistan,PAK,1951,19894356
Pakistan,PAK,1952,20308399
Pakistan,PAK,1953,20752094
Pakistan,PAK,1954,21223645
Pakistan,PAK,1955,21723518
Pakistan,PAK,1956,22252656
Pakistan,PAK,1957,22810862
Pakistan,PAK,1958,23398059
Pakistan,PAK,1959,24014599
Pakistan,PAK,1960,24648030
Pakistan,PAK,1961,25281403
Pakistan,PAK,1962,25926798
Pakistan,PAK,1963,26600446
Pakistan,PAK,1964,27302490
Pakistan,PAK,1965,28031538
Pakistan,PAK,1966,28790695
Pakistan,PAK,1967,29581693
Pakistan,PAK,1968,30401333
Pakistan,PAK,1969,31247560
Pakistan,PAK,1970,32120889
Pakistan,PAK,1971,32964914
Pakistan,PAK,1972,33835302
Pakistan,PAK,1973,34792957
Pakistan,PAK,1974,35786843
Pakistan,PAK,1975,36825604
Pakistan,PAK,1976,37920006
Pakistan,PAK,1977,39075445
Pakistan,PAK,1978,40291677
Pakistan,PAK,1979,41644520
Pakistan,PAK,1980,43294850
Pakistan,PAK,1981,45052884
Pakistan,PAK,1982,46699259
Pakistan,PAK,1983,48272393
Pakistan,PAK,1984,49722381
Pakistan,PAK,1985,51238558
Pakistan,PAK,1986,52947224
Pakistan,PAK,1987,54731431
Pakistan,PAK,1988,56549515
Pakistan,PAK,1989,58381958
Pakistan,PAK,1990,60339929
Pakistan,PAK,1991,62342938
Pakistan,PAK,1992,64061334
Pakistan,PAK,1993,65779733
Pakistan,PAK,1994,67666873
Pakistan,PAK,1995,69607237
Pakistan,PAK,1996,71633395
Pakistan,PAK,1997,73657860
Pakistan,PAK,1998,75685709
Pakistan,PAK,1999,77742543
Pakistan,PAK,2000,79963819
Pakistan,PAK,2001,82223366
Pakistan,PAK,2002,84190391
Pakistan,PAK,2003,86121443
Pakistan,PAK,2004,88237963
Pakistan,PAK,2005,90346912
Pakistan,PAK,2006,92469940
Pakistan,PAK,2007,94875161
Pakistan,PAK,2008,97376076
Pakistan,PAK,2009,99806435
Pakistan,PAK,2010,102234316
Pakistan,PAK,2011,104479605
Pakistan,PAK,2012,106428390
Pakistan,PAK,2013,108117314
Pakistan,PAK,2014,109696127
Pakistan,PAK,2015,111191293
Pakistan,PAK,2016,112597155
Pakistan,PAK,2017,114147376
Pakistan,PAK,2018,115958876
Pakistan,PAK,2019,117879706
Pakistan,PAK,2020,119954016
Pakistan,PAK,2021,122119350
Pakistan,PAK,2022,124068404
Pakistan,PAK,2023,125731251
Palestine,PSE,1950,488332
Palestine,PSE,1951,491383
Palestine,PSE,1952,495047
Palestine,PSE,1953,499279
Palestine,PSE,1954,504073
Palestine,PSE,1955,509439
Palestine,PSE,1956,515370
Palestine,PSE,1957,521861
Palestine,PSE,1958,528909
Palestine,PSE,1959,536492
Palestine,PSE,1960,544537
Palestine,PSE,1961,552954
Palestine,PSE,1962,561709
Palestine,PSE,1963,570360
Palestine,PSE,1964,576553
Palestine,PSE,1965,579476
Palestine,PSE,1966,578630
Palestine,PSE,1967,572649
Palestine,PSE,1968,564958
Palestine,PSE,1969,560376
Palestine,PSE,1970,561816
Palestine,PSE,1971,570679
Palestine,PSE,1972,586018
Palestine,PSE,1973,604901
Palestine,PSE,1974,624522
Palestine,PSE,1975,643791
Palestine,PSE,1976,662526
Palestine,PSE,1977,680898
Palestine,PSE,1978,699515
Palestine,PSE,1979,719069
Palestine,PSE,1980,739823
Palestine,PSE,1981,761972
Palestine,PSE,1982,786505
Palestine,PSE,1983,815851
Palestine,PSE,1984,851298
Palestine,PSE,1985,880133
Palestine,PSE,1986,902628
Palestine,PSE,1987,947026
Palestine,PSE,1988,998026
Palestine,PSE,1989,1037821
Palestine,PSE,1990,1080277
Palestine,PSE,1991,1126055
Palestine,PSE,1992,1174817
Palestine,PSE,1993,1225902
Palestine,PSE,1994,1278899
Palestine,PSE,1995,1333592
Palestine,PSE,1996,1389758
Palestine,PSE,1997,1447222
Palestine,PSE,1998,1499217
Palestine,PSE,1999,1545426
Palestine,PSE,2000,1592688
Palestine,PSE,2001,1636413
Palestine,PSE,2002,1673595
Palestine,PSE,2003,1708126
Palestine,PSE,2004,1743355
Palestine,PSE,2005,1781672
Palestine,PSE,2006,1823302
Palestine,PSE,2007,1867224
Palestine,PSE,2008,1911631
Palestine,PSE,2009,1955771
Palestine,PSE,2010,2001634
Palestine,PSE,2011,2049226
Palestine,PSE,2012,2096941
Palestine,PSE,2013,2144906
Palestine,PSE,2014,2192944
Palestine,PSE,2015,2243747
Palestine,PSE,2016,2297830
Palestine,PSE,2017,2352595
Palestine,PSE,2018,2407510
Palestine,PSE,2019,2462004
Palestine,PSE,2020,2518729
Palestine,PSE,2021,2577134
Palestine,PSE,2022,2637772
Palestine,PSE,2023,2688316
Peru,PER,1950,3856393
Peru,PER,1951,3964527
Peru,PER,1952,4076085
Peru,PER,1953,4190256
Peru,PER,1954,4307506
Peru,PER,1955,4428874
Peru,PER,1956,4554592
Peru,PER,1957,4684715
Peru,PER,1958,4819502
Peru,PER,1959,4959462
Peru,PER,1960,5104760
Peru,PER,1961,5255470
Peru,PER,1962,5411210
Peru,PER,1963,5571687
Peru,PER,1964,5736519
Peru,PER,1965,5905138
Peru,PER,1966,6077425
Peru,PER,1967,6253512
Peru,PER,1968,6433409
Peru,PER,1969,6616949
Peru,PER,1970,6788057
Peru,PER,1971,6961024
Peru,PER,1972,7150938
Peru,PER,1973,7336986
Peru,PER,1974,7518416
Peru,PER,1975,7701218
Peru,PER,1976,7886779
Peru,PER,1977,8078451
Peru,PER,1978,8278118
Peru,PER,1979,8483570
Peru,PER,1980,8696036
Peru,PER,1981,8914963
Peru,PER,1982,9138417
Peru,PER,1983,9367192
Peru,PER,1984,9599719
Peru,PER,1985,9834591
Peru,PER,1986,10067770
Peru,PER,1987,10299103
Peru,PER,1988,10533937
Peru,PER,1989,10771193
Peru,PER,1990,11010543
Peru,PER,1991,11243655
Peru,PER,1992,11473614
Peru,PER,1993,11706342
Peru,PER,1994,11940684
Peru,PER,1995,12176427
Peru,PER,1996,12410074
Peru,PER,1997,12643967
Peru,PER,1998,12877879
Peru,PER,1999,13104055
Peru,PER,2000,13312632
Peru,PER,2001,13499007
Peru,PER,2002,13664198
Peru,PER,2003,13813515
Peru,PER,2004,13951981
Peru,PER,2005,14078966
Peru,PER,2006,14193483
Peru,PER,2007,14299806
Peru,PER,2008,14389327
Peru,PER,2009,14465590
Peru,PER,2010,14548309
Peru,PER,2011,14646962
Peru,PER,2012,14760958
Peru,PER,2013,14886255
Peru,PER,2014,15028039
Peru,PER,2015,15193642
Peru,PER,2016,15395553
Peru,PER,2017,15621908
Peru,PER,2018,15903757
Peru,PER,2019,16174849
Peru,PER,2020,16356575
Peru,PER,2021,16498082
Peru,PER,2022,16651801
Peru,PER,2023,16835441
Philippines,PHL,1950,9444186
Philippines,PHL,1951,9810480
Philippines,PHL,1952,10198568
Philippines,PHL,1953,10608786
Philippines,PHL,1954,11042765
Philippines,PHL,1955,11501767
Philippines,PHL,1956,11985201
Philippines,PHL,1957,12491382
Philippines,PHL,1958,13016215
Philippines,PHL,1959,13560645
Philippines,PHL,1960,14064550
Philippines,PHL,1961,14526374
Philippines,PHL,1962,15003228
Philippines,PHL,1963,15490333
Philippines,PHL,1964,15986113
Philippines,PHL,1965,16488559
Philippines,PHL,1966,16995320
Philippines,PHL,1967,17507655
Philippines,PHL,1968,18025868
Philippines,PHL,1969,18546323
Philippines,PHL,1970,19012725
Philippines,PHL,1971,19446563
Philippines,PHL,1972,19875007
Philippines,PHL,1973,20300642
Philippines,PHL,1974,20721506
Philippines,PHL,1975,21175549
Philippines,PHL,1976,21714759
Philippines,PHL,1977,22297179
Philippines,PHL,1978,22897929
Philippines,PHL,1979,23510598
Philippines,PHL,1980,24122198
Philippines,PHL,1981,24749026
Philippines,PHL,1982,25446072
Philippines,PHL,1983,26200902
Philippines,PHL,1984,26970475
Philippines,PHL,1985,27718308
Philippines,PHL,1986,28426286
Philippines,PHL,1987,29174853
Philippines,PHL,1988,29964106
Philippines,PHL,1989,30726363
Philippines,PHL,1990,31526980
Philippines,PHL,1991,32297534
Philippines,PHL,1992,33078722
Philippines,PHL,1993,33890919
Philippines,PHL,1994,34624483
Philippines,PHL,1995,35378420
Philippines,PHL,1996,36206676
Philippines,PHL,1997,37072559
Philippines,PHL,1998,38044548
Philippines,PHL,1999,39056696
Philippines,PHL,2000,40007540
Philippines,PHL,2001,40911087
Philippines,PHL,2002,41741521
Philippines,PHL,2003,42569083
Philippines,PHL,2004,43395582
Philippines,PHL,2005,44199334
Philippines,PHL,2006,44917892
Philippines,PHL,2007,45676294
Philippines,PHL,2008,46469706
Philippines,PHL,2009,47294048
Philippines,PHL,2010,48292492
Philippines,PHL,2011,49271586
Philippines,PHL,2012,50264654
Philippines,PHL,2013,51244314
Philippines,PHL,2014,52095110
Philippines,PHL,2015,52836553
Philippines,PHL,2016,53493629
Philippines,PHL,2017,54120286
Philippines,PHL,2018,54710320
Philippines,PHL,2019,55297779
Philippines,PHL,2020,55905492
Philippines,PHL,2021,56419687
Philippines,PHL,2022,56849248
Philippines,PHL,2023,57310824
Poland,POL,1950,11813637
Poland,POL,1951,12040913
Poland,POL,1952,12273446
Poland,POL,1953,12508739
Poland,POL,1954,12748289
Poland,POL,1955,12993079
Poland,POL,1956,13238141
Poland,POL,1957,13526445
Poland,POL,1958,13826583
Poland,POL,1959,14077046
Poland,POL,1960,14304163
Poland,POL,1961,14511023
Poland,POL,1962,14695296
Poland,POL,1963,14867828
Poland,POL,1964,15031146
Poland,POL,1965,15182393
Poland,POL,1966,15324863
Poland,POL,1967,15456119
Poland,POL,1968,15581414
Poland,POL,1969,15702626
Poland,POL,1970,15809888
Poland,POL,1971,15923376
Poland,POL,1972,16061833
Poland,POL,1973,16211190
Poland,POL,1974,16370163
Poland,POL,1975,16536360
Poland,POL,1976,16705020
Poland,POL,1977,16869914
Poland,POL,1978,17019071
Poland,POL,1979,17172009
Poland,POL,1980,17333439
Poland,POL,1981,17493266
Poland,POL,1982,17658284
Poland,POL,1983,17829051
Poland,POL,1984,17995889
Poland,POL,1985,18144005
Poland,POL,1986,18268605
Poland,POL,1987,18372549
Poland,POL,1988,18440452
Poland,POL,1989,18489246
Poland,POL,1990,18538606
Poland,POL,1991,18576737
Poland,POL,1992,18605876
Poland,POL,1993,18626965
Poland,POL,1994,18643033
Poland,POL,1995,18644166
Poland,POL,1996,18633447
Poland,POL,1997,18620231
Poland,POL,1998,18600511
Poland,POL,1999,18568404
Poland,POL,2000,18542436
Poland,POL,2001,18531072
Poland,POL,2002,18515725
Poland,POL,2003,18496348
Poland,POL,2004,18470746
Poland,POL,2005,18440434
Poland,POL,2006,18402437
Poland,POL,2007,18363305
Poland,POL,2008,18340996
Poland,POL,2009,18297637
Poland,POL,2010,18358815
Poland,POL,2011,18494657
Poland,POL,2012,18536757
Poland,POL,2013,18544539
Poland,POL,2014,18550130
Poland,POL,2015,18553764
Poland,POL,2016,18555362
Poland,POL,2017,18554728
Poland,POL,2018,18551873
Poland,POL,2019,18548608
Poland,POL,2020,18518787
Poland,POL,2021,18443928
Poland,POL,2022,18604016
Poland,POL,2023,18784695
Portugal,PRT,1950,4046910
Portugal,PRT,1951,4072477
Portugal,PRT,1952,4095276
Portugal,PRT,1953,4117785
Portugal,PRT,1954,4137316
Portugal,PRT,1955,4157425
Portugal,PRT,1956,4174929
Portugal,PRT,1957,4191528
Portugal,PRT,1958,4213137
Portugal,PRT,1959,4233727
Portugal,PRT,1960,4247494
Portugal,PRT,1961,4253079
Portugal,PRT,1962,4255155
Portugal,PRT,1963,4254708
Portugal,PRT,1964,4251752
Portugal,PRT,1965,4246709
Portugal,PRT,1966,4235657
Portugal,PRT,1967,4219321
Portugal,PRT,1968,4198005
Portugal,PRT,1969,4166685
Portugal,PRT,1970,4119820
Portugal,PRT,1971,4127735
Portugal,PRT,1972,4197610
Portugal,PRT,1973,4264385
Portugal,PRT,1974,4328761
Portugal,PRT,1975,4394317
Portugal,PRT,1976,4462191
Portugal,PRT,1977,4529981
Portugal,PRT,1978,4593136
Portugal,PRT,1979,4650318
Portugal,PRT,1980,4703000
Portugal,PRT,1981,4740944
Portugal,PRT,1982,4765191
Portugal,PRT,1983,4785229
Portugal,PRT,1984,4801284
Portugal,PRT,1985,4812374
Portugal,PRT,1986,4818942
Portugal,PRT,1987,4823169
Portugal,PRT,1988,4823914
Portugal,PRT,1989,4821309
Portugal,PRT,1990,4814340
Portugal,PRT,1991,4802953
Portugal,PRT,1992,4797101
Portugal,PRT,1993,4802112
Portugal,PRT,1994,4815001
Portugal,PRT,1995,4832241
Portugal,PRT,1996,4851065
Portugal,PRT,1997,4873155
Portugal,PRT,1998,4898305
Portugal,PRT,1999,4926967
Portugal,PRT,2000,4962630
Portugal,PRT,2001,4999434
Portugal,PRT,2002,5025466
Portugal,PRT,2003,5040132
Portugal,PRT,2004,5049044
Portugal,PRT,2005,5055507
Portugal,PRT,2006,5061549
Portugal,PRT,2007,5067729
Portugal,PRT,2008,5069381
Portugal,PRT,2009,5067178
Portugal,PRT,2010,5060415
Portugal,PRT,2011,5042987
Portugal,PRT,2012,5014476
Portugal,PRT,2013,4978913
Portugal,PRT,2014,4945451
Portugal,PRT,2015,4923139
Portugal,PRT,2016,4910143
Portugal,PRT,2017,4901806
Portugal,PRT,2018,4896702
Portugal,PRT,2019,4907053
Portugal,PRT,2020,4926737
Portugal,PRT,2021,4944986
Portugal,PRT,2022,4962477
Portugal,PRT,2023,4968788
Puerto Rico,PRI,1950,1121258
Puerto Rico,PRI,1951,1128967
Puerto Rico,PRI,1952,1135592
Puerto Rico,PRI,1953,1141146
Puerto Rico,PRI,1954,1146032
Puerto Rico,PRI,1955,1150402
Puerto Rico,PRI,1956,1154256
Puerto Rico,PRI,1957,1157200
Puerto Rico,PRI,1958,1159241
Puerto Rico,PRI,1959,1161132
Puerto Rico,PRI,1960,1169815
Puerto Rico,PRI,1961,1186895
Puerto Rico,PRI,1962,1205408
Puerto Rico,PRI,1963,1223230
Puerto Rico,PRI,1964,1240307
Puerto Rico,PRI,1965,1256829
Puerto Rico,PRI,1966,1273224
Puerto Rico,PRI,1967,1289655
Puerto Rico,PRI,1968,1305723
Puerto Rico,PRI,1969,1321021
Puerto Rico,PRI,1970,1338127
Puerto Rico,PRI,1971,1358609
Puerto Rico,PRI,1972,1380368
Puerto Rico,PRI,1973,1402324
Puerto Rico,PRI,1974,1424481
Puerto Rico,PRI,1975,1447061
Puerto Rico,PRI,1976,1470022
Puerto Rico,PRI,1977,1493234
Puerto Rico,PRI,1978,1516417
Puerto Rico,PRI,1979,1540125
Puerto Rico,PRI,1980,1563056
Puerto Rico,PRI,1981,1583333
Puerto Rico,PRI,1982,1601889
Puerto Rico,PRI,1983,1619228
Puerto Rico,PRI,1984,1635525
Puerto Rico,PRI,1985,1650561
Puerto Rico,PRI,1986,1664086
Puerto Rico,PRI,1987,1676851
Puerto Rico,PRI,1988,1689388
Puerto Rico,PRI,1989,1701690
Puerto Rico,PRI,1990,1715300
Puerto Rico,PRI,1991,1730565
Puerto Rico,PRI,1992,1745425
Puerto Rico,PRI,1993,1758990
Puerto Rico,PRI,1994,1771525
Puerto Rico,PRI,1995,1783475
Puerto Rico,PRI,1996,1794974
Puerto Rico,PRI,1997,1806301
Puerto Rico,PRI,1998,1817380
Puerto Rico,PRI,1999,1827998
Puerto Rico,PRI,2000,1834679
Puerto Rico,PRI,2001,1835486
Puerto Rico,PRI,2002,1833520
Puerto Rico,PRI,2003,1830455
Puerto Rico,PRI,2004,1826139
Puerto Rico,PRI,2005,1820385
Puerto Rico,PRI,2006,1813602
Puerto Rico,PRI,2007,1806274
Puerto Rico,PRI,2008,1798469
Puerto Rico,PRI,2009,1790626
Puerto Rico,PRI,2010,1779720
Puerto Rico,PRI,2011,1763197
Puerto Rico,PRI,2012,1743467
Puerto Rico,PRI,2013,1722622
Puerto Rico,PRI,2014,1700909
Puerto Rico,PRI,2015,1677975
Puerto Rico,PRI,2016,1653871
Puerto Rico,PRI,2017,1600828
Puerto Rico,PRI,2018,1558683
Puerto Rico,PRI,2019,1555935
Puerto Rico,PRI,2020,1548145
Puerto Rico,PRI,2021,1535551
Puerto Rico,PRI,2022,1528276
Puerto Rico,PRI,2023,1527579
Romania,ROU,1950,7882784
Romania,ROU,1951,8001657
Romania,ROU,1952,8116637
Romania,ROU,1953,8226992
Romania,ROU,1954,8335993
Romania,ROU,1955,8446033
Romania,ROU,1956,8561151
Romania,ROU,1957,8665429
Romania,ROU,1958,8750277
Romania,ROU,1959,8826105
Romania,ROU,1960,8893639
Romania,ROU,1961,8952368
Romania,ROU,1962,9000375
Romania,ROU,1963,9040796
Romania,ROU,1964,9076751
Romania,ROU,1965,9107582
Romania,ROU,1966,9142058
Romania,ROU,1967,9251639
Romania,ROU,1968,9425410
Romania,ROU,1969,9587386
Romania,ROU,1970,9733303
Romania,ROU,1971,9864305
Romania,ROU,1972,9984097
Romania,ROU,1973,10093350
Romania,ROU,1974,10198618
Romania,ROU,1975,10302715
Romania,ROU,1976,10402345
Romania,ROU,1977,10498794
Romania,ROU,1978,10588971
Romania,ROU,1979,10669881
Romania,ROU,1980,10741486
Romania,ROU,1981,10803119
Romania,ROU,1982,10855324
Romania,ROU,1983,10898056
Romania,ROU,1984,10934945
Romania,ROU,1985,10969610
Romania,ROU,1986,11002036
Romania,ROU,1987,11035148
Romania,ROU,1988,11067737
Romania,ROU,1989,11101023
Romania,ROU,1990,11123283
Romania,ROU,1991,11122271
Romania,ROU,1992,11099167
Romania,ROU,1993,11057825
Romania,ROU,1994,11007091
Romania,ROU,1995,10948369
Romania,ROU,1996,10879896
Romania,ROU,1997,10803734
Romania,ROU,1998,10729242
Romania,ROU,1999,10659452
Romania,ROU,2000,10589884
Romania,ROU,2001,10516821
Romania,ROU,2002,10440101
Romania,ROU,2003,10361106
Romania,ROU,2004,10278247
Romania,ROU,2005,10195663
Romania,ROU,2006,10118225
Romania,ROU,2007,10045776
Romania,ROU,2008,9978205
Romania,ROU,2009,9913900
Romania,ROU,2010,9847709
Romania,ROU,2011,9779486
Romania,ROU,2012,9725304
Romania,ROU,2013,9685077
Romania,ROU,2014,9645486
Romania,ROU,2015,9604633
Romania,ROU,2016,9564119
Romania,ROU,2017,9525744
Romania,ROU,2018,9485971
Romania,ROU,2019,9444048
Romania,ROU,2020,9395410
Romania,ROU,2021,9324764
Romania,ROU,2022,9283331
Romania,ROU,2023,9260257
Russia,RUS,1950,44947348
Russia,RUS,1951,45728364
Russia,RUS,1952,46524369
Russia,RUS,1953,47341343
Russia,RUS,1954,48198639
Russia,RUS,1955,49098292
Russia,RUS,1956,50021914
Russia,RUS,1957,50980946
Russia,RUS,1958,51955337
Russia,RUS,1959,52861442
Russia,RUS,1960,53746914
Russia,RUS,1961,54646391
Russia,RUS,1962,55463391
Russia,RUS,1963,56195138
Russia,RUS,1964,56846191
Russia,RUS,1965,57406192
Russia,RUS,1966,57909760
Russia,RUS,1967,58365481
Russia,RUS,1968,58774389
Russia,RUS,1969,59162453
Russia,RUS,1970,59396933
Russia,RUS,1971,59638222
Russia,RUS,1972,60045076
Russia,RUS,1973,60464336
Russia,RUS,1974,60900900
Russia,RUS,1975,61380057
Russia,RUS,1976,61897459
Russia,RUS,1977,62434699
Russia,RUS,1978,62969970
Russia,RUS,1979,63442507
Russia,RUS,1980,63847491
Russia,RUS,1981,64294893
Russia,RUS,1982,64821445
Russia,RUS,1983,65418052
Russia,RUS,1984,66043308
Russia,RUS,1985,66658182
Russia,RUS,1986,67350694
Russia,RUS,1987,68115333
Russia,RUS,1988,68826788
Russia,RUS,1989,69378917
Russia,RUS,1990,69787521
Russia,RUS,1991,70048886
Russia,RUS,1992,69823109
Russia,RUS,1993,69472968
Russia,RUS,1994,69521107
Russia,RUS,1995,69546139
Russia,RUS,1996,69400895
Russia,RUS,1997,69260947
Russia,RUS,1998,69134626
Russia,RUS,1999,68910334
Russia,RUS,2000,68597215
Russia,RUS,2001,68218679
Russia,RUS,2002,68029876
Russia,RUS,2003,67858611
Russia,RUS,2004,67458213
Russia,RUS,2005,67068785
Russia,RUS,2006,66741811
Russia,RUS,2007,66575160
Russia,RUS,2008,66524907
Russia,RUS,2009,66540340
Russia,RUS,2010,66578303
Russia,RUS,2011,66653078
Russia,RUS,2012,66802984
Russia,RUS,2013,66986906
Russia,RUS,2014,67167218
Russia,RUS,2015,67369147
Russia,RUS,2016,67619622
Russia,RUS,2017,67845060
Russia,RUS,2018,67986416
Russia,RUS,2019,68044180
Russia,RUS,2020,67975279
Russia,RUS,2021,67747116
Russia,RUS,2022,67630481
Russia,RUS,2023,67535078
Senegal,SEN,1950,1250445
Senegal,SEN,1951,1284325
Senegal,SEN,1952,1319815
Senegal,SEN,1953,1356965
Senegal,SEN,1954,1395771
Senegal,SEN,1955,1436306
Senegal,SEN,1956,1478591
Senegal,SEN,1957,1522404
Senegal,SEN,1958,1567721
Senegal,SEN,1959,1614628
Senegal,SEN,1960,1663056
Senegal,SEN,1961,1712985
Senegal,SEN,1962,1764363
Senegal,SEN,1963,1817257
Senegal,SEN,1964,1872048
Senegal,SEN,1965,1929427
Senegal,SEN,1966,1989724
Senegal,SEN,1967,2052801
Senegal,SEN,1968,2118055
Senegal,SEN,1969,2185099
Senegal,SEN,1970,2254046
Senegal,SEN,1971,2324903
Senegal,SEN,1972,2397590
Senegal,SEN,1973,2471753
Senegal,SEN,1974,2545438
Senegal,SEN,1975,2616234
Senegal,SEN,1976,2683457
Senegal,SEN,1977,2745105
Senegal,SEN,1978,2804189
Senegal,SEN,1979,2866443
Senegal,SEN,1980,2932979
Senegal,SEN,1981,3004264
Senegal,SEN,1982,3080045
Senegal,SEN,1983,3159961
Senegal,SEN,1984,3243650
Senegal,SEN,1985,3332325
Senegal,SEN,1986,3427281
Senegal,SEN,1987,3526858
Senegal,SEN,1988,3628830
Senegal,SEN,1989,3732999
Senegal,SEN,1990,3839971
Senegal,SEN,1991,3949123
Senegal,SEN,1992,4059678
Senegal,SEN,1993,4171393
Senegal,SEN,1994,4282538
Senegal,SEN,1995,4390843
Senegal,SEN,1996,4495575
Senegal,SEN,1997,4598268
Senegal,SEN,1998,4702079
Senegal,SEN,1999,4810461
Senegal,SEN,2000,4923789
Senegal,SEN,2001,5040844
Senegal,SEN,2002,5165739
Senegal,SEN,2003,5294638
Senegal,SEN,2004,5423157
Senegal,SEN,2005,5554574
Senegal,SEN,2006,5688518
Senegal,SEN,2007,5825245
Senegal,SEN,2008,5966099
Senegal,SEN,2009,6111542
Senegal,SEN,2010,6261577
Senegal,SEN,2011,6424352
