Entity,Code,Year,Population - Sex: male - Age: all - Variant: estimates
Cyprus,CYP,1953,254319
Cyprus,CYP,1954,258278
Cyprus,CYP,1955,262429
Cyprus,CYP,1956,266786
Cyprus,CYP,1957,271430
Cyprus,CYP,1958,276439
Cyprus,CYP,1959,281864
Cyprus,CYP,1960,287613
Cyprus,CYP,1961,292118
Cyprus,CYP,1962,295316
Cyprus,CYP,1963,298434
Cyprus,CYP,1964,301240
Cyprus,CYP,1965,304043
Cyprus,CYP,1966,307167
Cyprus,CYP,1967,310440
Cyprus,CYP,1968,313741
Cyprus,CYP,1969,317105
Cyprus,CYP,1970,320605
Cyprus,CYP,1971,324294
Cyprus,CYP,1972,328179
Cyprus,CYP,1973,330667
Cyprus,CYP,1974,327911
Cyprus,CYP,1975,324655
Cyprus,CYP,1976,326563
Cyprus,CYP,1977,330466
Cyprus,CYP,1978,334438
Cyprus,CYP,1979,338527
Cyprus,CYP,1980,342761
Cyprus,CYP,1981,347176
Cyprus,CYP,1982,352219
Cyprus,CYP,1983,358226
Cyprus,CYP,1984,364619
Cyprus,CYP,1985,370923
Cyprus,CYP,1986,377180
Cyprus,CYP,1987,383370
Cyprus,CYP,1988,389454
Cyprus,CYP,1989,395416
Cyprus,CYP,1990,401284
Cyprus,CYP,1991,407012
Cyprus,CYP,1992,413088
Cyprus,CYP,1993,421059
Cyprus,CYP,1994,430335
Cyprus,CYP,1995,439301
Cyprus,CYP,1996,448082
Cyprus,CYP,1997,456693
Cyprus,CYP,1998,465152
Cyprus,CYP,1999,473473
Cyprus,CYP,2000,481683
Cyprus,CYP,2001,489878
Cyprus,CYP,2002,498440
Cyprus,CYP,2003,507405
Cyprus,CYP,2004,516471
Cyprus,CYP,2005,525537
Cyprus,CYP,2006,534599
Cyprus,CYP,2007,543684
Cyprus,CYP,2008,552759
Cyprus,CYP,2009,561861
Cyprus,CYP,2010,571058
Cyprus,CYP,2011,580275
Cyprus,CYP,2012,589504
Cyprus,CYP,2013,598544
Cyprus,CYP,2014,607320
Cyprus,CYP,2015,616005
Cyprus,CYP,2016,624636
Cyprus,CYP,2017,633055
Cyprus,CYP,2018,641157
Cyprus,CYP,2019,649037
Cyprus,CYP,2020,656656
Cyprus,CYP,2021,663941
Cyprus,CYP,2022,670828
Cyprus,CYP,2023,677607
Czechia,CZE,1950,4336023
Czechia,CZE,1951,4375187
Czechia,CZE,1952,4413976
Czechia,CZE,1953,4450386
Czechia,CZE,1954,4483001
Czechia,CZE,1955,4515288
Czechia,CZE,1956,4547351
Czechia,CZE,1957,4575492
Czechia,CZE,1958,4598582
Czechia,CZE,1959,4615192
Czechia,CZE,1960,4628828
Czechia,CZE,1961,4642612
Czechia,CZE,1962,4653582
Czechia,CZE,1963,4667537
Czechia,CZE,1964,4687543
Czechia,CZE,1965,4706076
Czechia,CZE,1966,4719909
Czechia,CZE,1967,4730119
Czechia,CZE,1968,4736877
Czechia,CZE,1969,4741563
Czechia,CZE,1970,4746627
Czechia,CZE,1971,4755627
Czechia,CZE,1972,4771819
Czechia,CZE,1973,4795290
Czechia,CZE,1974,4824834
Czechia,CZE,1975,4856778
Czechia,CZE,1976,4887214
Czechia,CZE,1977,4915060
Czechia,CZE,1978,4940752
Czechia,CZE,1979,4963739
Czechia,CZE,1980,4979024
Czechia,CZE,1981,4986749
Czechia,CZE,1982,4991938
Czechia,CZE,1983,4994745
Czechia,CZE,1984,4996276
Czechia,CZE,1985,4997829
Czechia,CZE,1986,4998453
Czechia,CZE,1987,4999029
Czechia,CZE,1988,5000719
Czechia,CZE,1989,5001456
Czechia,CZE,1990,4999929
Czechia,CZE,1991,5001690
Czechia,CZE,1992,5006887
Czechia,CZE,1993,5012506
Czechia,CZE,1994,5015710
Czechia,CZE,1995,5012719
Czechia,CZE,1996,5006594
Czechia,CZE,1997,5000178
Czechia,CZE,1998,4994466
Czechia,CZE,1999,4989129
Czechia,CZE,2000,4983671
Czechia,CZE,2001,4984080
Czechia,CZE,2002,4991661
Czechia,CZE,2003,5000188
Czechia,CZE,2004,5010157
Czechia,CZE,2005,5023337
Czechia,CZE,2006,5039544
Czechia,CZE,2007,5059730
Czechia,CZE,2008,5083663
Czechia,CZE,2009,5108632
Czechia,CZE,2010,5133784
Czechia,CZE,2011,5152145
Czechia,CZE,2012,5160178
Czechia,CZE,2013,5164703
Czechia,CZE,2014,5170265
Czechia,CZE,2015,5176541
Czechia,CZE,2016,5182963
Czechia,CZE,2017,5190137
Czechia,CZE,2018,5196329
Czechia,CZE,2019,5201458
Czechia,CZE,2020,5200637
Czechia,CZE,2021,5191177
Czechia,CZE,2022,5262084
Czechia,CZE,2023,5330206
Denmark,DNK,1950,2117196
Denmark,DNK,1951,2132486
Denmark,DNK,1952,2148302
Denmark,DNK,1953,2167406
Denmark,DNK,1954,2186654
Denmark,DNK,1955,2202471
Denmark,DNK,1956,2215241
Denmark,DNK,1957,2226012
Denmark,DNK,1958,2239051
Denmark,DNK,1959,2255734
Denmark,DNK,1960,2271057
Denmark,DNK,1961,2286845
Denmark,DNK,1962,2304814
Denmark,DNK,1963,2322779
Denmark,DNK,1964,2341133
Denmark,DNK,1965,2358828
Denmark,DNK,1966,2377427
Denmark,DNK,1967,2396316
Denmark,DNK,1968,2410585
Denmark,DNK,1969,2424368
Denmark,DNK,1970,2446185
Denmark,DNK,1971,2464996
Denmark,DNK,1972,2477505
Denmark,DNK,1973,2491442
Denmark,DNK,1974,2501119
Denmark,DNK,1975,2505537
Denmark,DNK,1976,2509894
Denmark,DNK,1977,2516364
Denmark,DNK,1978,2522724
Denmark,DNK,1979,2527287
Denmark,DNK,1980,2528591
Denmark,DNK,1981,2526002
Denmark,DNK,1982,2522527
Denmark,DNK,1983,2519606
Denmark,DNK,1984,2517559
Denmark,DNK,1985,2518885
Denmark,DNK,1986,2523356
Denmark,DNK,1987,2527085
Denmark,DNK,1988,2528184
Denmark,DNK,1989,2529457
Denmark,DNK,1990,2533564
Denmark,DNK,1991,2540498
Denmark,DNK,1992,2549581
Denmark,DNK,1993,2559074
Denmark,DNK,1994,2568453
Denmark,DNK,1995,2582803
Denmark,DNK,1996,2598543
Denmark,DNK,1997,2610263
Denmark,DNK,1998,2620519
Denmark,DNK,1999,2629771
Denmark,DNK,2000,2639233
Denmark,DNK,2001,2649256
Denmark,DNK,2002,2658294
Denmark,DNK,2003,2666263
Denmark,DNK,2004,2673710
Denmark,DNK,2005,2681614
Denmark,DNK,2006,2691335
Denmark,DNK,2007,2704749
Denmark,DNK,2008,2722401
Denmark,DNK,2009,2737634
Denmark,DNK,2010,2749914
Denmark,DNK,2011,2761680
Denmark,DNK,2012,2772830
Denmark,DNK,2013,2785647
Denmark,DNK,2014,2801730
Denmark,DNK,2015,2824537
Denmark,DNK,2016,2849087
Denmark,DNK,2017,2868310
Denmark,DNK,2018,2882749
Denmark,DNK,2019,2892968
Denmark,DNK,2020,2900845
Denmark,DNK,2021,2913833
Denmark,DNK,2022,2935842
Denmark,DNK,2023,2956549
Egypt,EGY,1950,10728164
Egypt,EGY,1951,10943629
Egypt,EGY,1952,11181897
Egypt,EGY,1953,11442641
Egypt,EGY,1954,11719082
Egypt,EGY,1955,12002001
Egypt,EGY,1956,12288258
Egypt,EGY,1957,12582018
Egypt,EGY,1958,12873229
Egypt,EGY,1959,13175833
Egypt,EGY,1960,13504192
Egypt,EGY,1961,13853140
Egypt,EGY,1962,14220838
Egypt,EGY,1963,14598312
Egypt,EGY,1964,14981789
Egypt,EGY,1965,15366488
Egypt,EGY,1966,15753283
Egypt,EGY,1967,16144390
Egypt,EGY,1968,16541883
Egypt,EGY,1969,16945561
Egypt,EGY,1970,17348709
Egypt,EGY,1971,17751710
Egypt,EGY,1972,18164055
Egypt,EGY,1973,18585448
Egypt,EGY,1974,19020286
Egypt,EGY,1975,19477456
Egypt,EGY,1976,19943827
Egypt,EGY,1977,20428644
Egypt,EGY,1978,20944589
Egypt,EGY,1979,21483959
Egypt,EGY,1980,22062066
Egypt,EGY,1981,22673951
Egypt,EGY,1982,23318735
Egypt,EGY,1983,24024135
Egypt,EGY,1984,24771625
Egypt,EGY,1985,25532017
Egypt,EGY,1986,26285934
Egypt,EGY,1987,27043650
Egypt,EGY,1988,27828723
Egypt,EGY,1989,28620096
Egypt,EGY,1990,29520814
Egypt,EGY,1991,30389052
Egypt,EGY,1992,31141749
Egypt,EGY,1993,31886163
Egypt,EGY,1994,32588230
Egypt,EGY,1995,33286914
Egypt,EGY,1996,33987599
Egypt,EGY,1997,34700139
Egypt,EGY,1998,35475010
Egypt,EGY,1999,36286982
Egypt,EGY,2000,37085727
Egypt,EGY,2001,37884065
Egypt,EGY,2002,38686750
Egypt,EGY,2003,39500067
Egypt,EGY,2004,40316289
Egypt,EGY,2005,41129626
Egypt,EGY,2006,41923212
Egypt,EGY,2007,42696483
Egypt,EGY,2008,43472206
Egypt,EGY,2009,44273481
Egypt,EGY,2010,45104006
Egypt,EGY,2011,46048544
Egypt,EGY,2012,47092946
Egypt,EGY,2013,48189497
Egypt,EGY,2014,49290445
Egypt,EGY,2015,50313590
Egypt,EGY,2016,51327303
Egypt,EGY,2017,52358191
Egypt,EGY,2018,53361193
Egypt,EGY,2019,54305281
Egypt,EGY,2020,55193553
Egypt,EGY,2021,56026137
Egypt,EGY,2022,56867202
Egypt,EGY,2023,57830588
Estonia,EST,1950,469785
Estonia,EST,1951,478108
Estonia,EST,1952,486192
Estonia,EST,1953,493813
Estonia,EST,1954,501124
Estonia,EST,1955,508365
Estonia,EST,1956,515211
Estonia,EST,1957,521711
Estonia,EST,1958,527206
Estonia,EST,1959,531606
Estonia,EST,1960,538165
Estonia,EST,1961,546997
Estonia,EST,1962,555842
Estonia,EST,1963,564531
Estonia,EST,1964,573349
Estonia,EST,1965,582111
Estonia,EST,1966,590437
Estonia,EST,1967,598665
Estonia,EST,1968,607116
Estonia,EST,1969,615685
Estonia,EST,1970,623112
Estonia,EST,1971,629828
Estonia,EST,1972,636587
Estonia,EST,1973,643083
Estonia,EST,1974,649546
Estonia,EST,1975,655874
Estonia,EST,1976,661905
Estonia,EST,1977,668034
Estonia,EST,1978,674085
Estonia,EST,1979,679227
Estonia,EST,1980,683769
Estonia,EST,1981,688491
Estonia,EST,1982,693560
Estonia,EST,1983,698997
Estonia,EST,1984,704487
Estonia,EST,1985,709651
Estonia,EST,1986,715184
Estonia,EST,1987,721564
Estonia,EST,1988,727980
Estonia,EST,1989,732750
Estonia,EST,1990,734948
Estonia,EST,1991,733087
Estonia,EST,1992,720024
Estonia,EST,1993,701722
Estonia,EST,1994,687754
Estonia,EST,1995,676468
Estonia,EST,1996,667609
Estonia,EST,1997,661466
Estonia,EST,1998,656966
Estonia,EST,1999,653939
Estonia,EST,2000,651142
Estonia,EST,2001,646724
Estonia,EST,2002,642159
Estonia,EST,2003,637754
Estonia,EST,2004,633617
Estonia,EST,2005,629823
Estonia,EST,2006,626089
Estonia,EST,2007,623141
Estonia,EST,2008,621670
Estonia,EST,2009,621065
Estonia,EST,2010,620248
Estonia,EST,2011,618902
Estonia,EST,2012,617141
Estonia,EST,2013,615525
Estonia,EST,2014,614630
Estonia,EST,2015,615530
Estonia,EST,2016,617151
Estonia,EST,2017,619366
Estonia,EST,2018,623418
Estonia,EST,2019,627493
Estonia,EST,2020,630005
Estonia,EST,2021,631560
Estonia,EST,2022,640729
Estonia,EST,2023,649392
Finland,FIN,1950,1914868
Finland,FIN,1951,1934696
Finland,FIN,1952,1956328
Finland,FIN,1953,1981643
Finland,FIN,1954,2006260
Finland,FIN,1955,2031074
Finland,FIN,1956,2055406
Finland,FIN,1957,2077514
Finland,FIN,1958,2096419
Finland,FIN,1959,2114949
Finland,FIN,1960,2133468
Finland,FIN,1961,2150135
Finland,FIN,1962,2166207
Finland,FIN,1963,2182757
Finland,FIN,1964,2195855
Finland,FIN,1965,2204070
Finland,FIN,1966,2213201
Finland,FIN,1967,2225894
Finland,FIN,1968,2236349
Finland,FIN,1969,2234934
Finland,FIN,1970,2224999
Finland,FIN,1971,2226933
Finland,FIN,1972,2241454
Finland,FIN,1973,2255512
Finland,FIN,1974,2267900
Finland,FIN,1975,2277862
Finland,FIN,1976,2284130
Finland,FIN,1977,2290935
Finland,FIN,1978,2298155
Finland,FIN,1979,2303739
Finland,FIN,1980,2310794
Finland,FIN,1981,2321153
Finland,FIN,1982,2335194
Finland,FIN,1983,2350045
Finland,FIN,1984,2363226
Finland,FIN,1985,2373545
Finland,FIN,1986,2381863
Finland,FIN,1987,2389405
Finland,FIN,1988,2397163
Finland,FIN,1989,2407117
Finland,FIN,1990,2419552
Finland,FIN,1991,2434707
Finland,FIN,1992,2450242
Finland,FIN,1993,2463816
Finland,FIN,1994,2476007
Finland,FIN,1995,2486774
Finland,FIN,1996,2496255
Finland,FIN,1997,2504930
Finland,FIN,1998,2512656
Finland,FIN,1999,2519623
Finland,FIN,2000,2526246
Finland,FIN,2001,2533542
Finland,FIN,2002,2541346
Finland,FIN,2003,2549018
Finland,FIN,2004,2557587
Finland,FIN,2005,2567284
Finland,FIN,2006,2578105
Finland,FIN,2007,2590341
Finland,FIN,2008,2604293
Finland,FIN,2009,2618445
Finland,FIN,2010,2631850
Finland,FIN,2011,2645586
Finland,FIN,2012,2659713
Finland,FIN,2013,2673636
Finland,FIN,2014,2686290
Finland,FIN,2015,2696847
Finland,FIN,2016,2707034
Finland,FIN,2017,2715839
Finland,FIN,2018,2721326
Finland,FIN,2019,2725862
Finland,FIN,2020,2731087
Finland,FIN,2021,2738528
Finland,FIN,2022,2753001
Finland,FIN,2023,2768010
France,FRA,1950,20131285
France,FRA,1951,20372137
France,FRA,1952,20611145
France,FRA,1953,20850642
France,FRA,1954,21090351
France,FRA,1955,21333559
France,FRA,1956,21573595
France,FRA,1957,21810267
France,FRA,1958,22050708
France,FRA,1959,22299361
France,FRA,1960,22545922
France,FRA,1961,22791730
France,FRA,1962,23033614
France,FRA,1963,23271850
France,FRA,1964,23521371
France,FRA,1965,23746635
France,FRA,1966,23950693
France,FRA,1967,24143637
France,FRA,1968,24334066
France,FRA,1969,24558180
France,FRA,1970,24815864
France,FRA,1971,25077481
France,FRA,1972,25316197
France,FRA,1973,25541716
France,FRA,1974,25721696
France,FRA,1975,25830514
France,FRA,1976,25916938
France,FRA,1977,26017591
France,FRA,1978,26115676
France,FRA,1979,26214784
France,FRA,1980,26340453
France,FRA,1981,26487975
France,FRA,1982,26638720
France,FRA,1983,26768722
France,FRA,1984,26884570
France,FRA,1985,27003037
France,FRA,1986,27126439
France,FRA,1987,27259005
France,FRA,1988,27402507
France,FRA,1989,27553927
France,FRA,1990,27696320
France,FRA,1991,27827783
France,FRA,1992,27958777
France,FRA,1993,28068212
France,FRA,1994,28152892
France,FRA,1995,28233822
France,FRA,1996,28315408
France,FRA,1997,28398507
France,FRA,1998,28516925
France,FRA,1999,28677980
France,FRA,2000,28856741
France,FRA,2001,29047551
France,FRA,2002,29239951
France,FRA,2003,29430234
France,FRA,2004,29628468
France,FRA,2005,29831646
France,FRA,2006,30035336
France,FRA,2007,30226193
France,FRA,2008,30394998
France,FRA,2009,30554047
France,FRA,2010,30708896
France,FRA,2011,30861390
France,FRA,2012,31019009
France,FRA,2013,31181968
France,FRA,2014,31323018
France,FRA,2015,31416101
France,FRA,2016,31501025
France,FRA,2017,31605559
France,FRA,2018,31721035
France,FRA,2019,31832381
France,FRA,2020,31923744
France,FRA,2021,32016473
France,FRA,2022,32116979
France,FRA,2023,32202285
Georgia,GEO,1950,1659261
Georgia,GEO,1951,1677908
Georgia,GEO,1952,1697408
Georgia,GEO,1953,1718010
Georgia,GEO,1954,1739655
Georgia,GEO,1955,1762840
Georgia,GEO,1956,1788378
Georgia,GEO,1957,1816398
Georgia,GEO,1958,1846771
Georgia,GEO,1959,1879344
Georgia,GEO,1960,1914097
Georgia,GEO,1961,1950575
Georgia,GEO,1962,1987937
Georgia,GEO,1963,2025654
Georgia,GEO,1964,2062690
Georgia,GEO,1965,2097469
Georgia,GEO,1966,2124963
Georgia,GEO,1967,2146767
Georgia,GEO,1968,2168698
Georgia,GEO,1969,2190075
Georgia,GEO,1970,2213019
Georgia,GEO,1971,2233597
Georgia,GEO,1972,2249583
Georgia,GEO,1973,2265482
Georgia,GEO,1974,2281490
Georgia,GEO,1975,2298216
Georgia,GEO,1976,2316045
Georgia,GEO,1977,2334617
Georgia,GEO,1978,2353565
Georgia,GEO,1979,2371677
Georgia,GEO,1980,2390614
Georgia,GEO,1981,2411785
Georgia,GEO,1982,2433996
Georgia,GEO,1983,2456987
Georgia,GEO,1984,2479817
Georgia,GEO,1985,2502096
Georgia,GEO,1986,2524321
Georgia,GEO,1987,2546451
Georgia,GEO,1988,2567300
Georgia,GEO,1989,2570791
Georgia,GEO,1990,2548233
Georgia,GEO,1991,2512646
Georgia,GEO,1992,2468779
Georgia,GEO,1993,2409016
Georgia,GEO,1994,2340565
Georgia,GEO,1995,2278849
Georgia,GEO,1996,2221069
Georgia,GEO,1997,2161607
Georgia,GEO,1998,2101826
Georgia,GEO,1999,2041009
Georgia,GEO,2000,1976915
Georgia,GEO,2001,1917569
Georgia,GEO,2002,1877692
Georgia,GEO,2003,1860744
Georgia,GEO,2004,1852701
Georgia,GEO,2005,1843761
Georgia,GEO,2006,1834194
Georgia,GEO,2007,1824346
Georgia,GEO,2008,1815564
Georgia,GEO,2009,1809184
Georgia,GEO,2010,1802768
Georgia,GEO,2011,1794004
Georgia,GEO,2012,1783936
Georgia,GEO,2013,1773430
Georgia,GEO,2014,1767562
Georgia,GEO,2015,1766801
Georgia,GEO,2016,1766806
Georgia,GEO,2017,1766918
Georgia,GEO,2018,1767618
Georgia,GEO,2019,1768271
Georgia,GEO,2020,1767460
Georgia,GEO,2021,1764338
Georgia,GEO,2022,1768048
Georgia,GEO,2023,1774403
Germany,DEU,1950,31764474
Germany,DEU,1951,31851812
Germany,DEU,1952,31971790
Germany,DEU,1953,32106706
Germany,DEU,1954,32260000
Germany,DEU,1955,32435124
Germany,DEU,1956,32629399
Germany,DEU,1957,32897694
Germany,DEU,1958,33221500
Germany,DEU,1959,33525260
Germany,DEU,1960,33867223
Germany,DEU,1961,34197083
Germany,DEU,1962,34550181
Germany,DEU,1963,34954011
Germany,DEU,1964,35335058
Germany,DEU,1965,35751616
Germany,DEU,1966,36102375
Germany,DEU,1967,36255746
Germany,DEU,1968,36436664
Germany,DEU,1969,36832671
Germany,DEU,1970,37021111
Germany,DEU,1971,37122698
Germany,DEU,1972,37353273
Germany,DEU,1973,37514921
Germany,DEU,1974,37534072
Germany,DEU,1975,37350436
Germany,DEU,1976,37164549
Germany,DEU,1977,37080733
Germany,DEU,1978,37067707
Germany,DEU,1979,37128120
Germany,DEU,1980,37278122
Germany,DEU,1981,37392408
Germany,DEU,1982,37382920
Germany,DEU,1983,37316115
Germany,DEU,1984,37224034
Germany,DEU,1985,37189103
Germany,DEU,1986,37273071
Germany,DEU,1987,37432090
Germany,DEU,1988,37681465
Germany,DEU,1989,38058844
Germany,DEU,1990,38478255
Germany,DEU,1991,38843051
Germany,DEU,1992,39249743
Germany,DEU,1993,39592115
Germany,DEU,1994,39750955
Germany,DEU,1995,39891643
Germany,DEU,1996,40034642
Germany,DEU,1997,40051389
Germany,DEU,1998,39870055
Germany,DEU,1999,39761844
Germany,DEU,2000,39811055
Germany,DEU,2001,39877694
Germany,DEU,2002,39950602
Germany,DEU,2003,39960313
Germany,DEU,2004,39942795
Germany,DEU,2005,39892036
Germany,DEU,2006,39769909
Germany,DEU,2007,39654988
Germany,DEU,2008,39572356
Germany,DEU,2009,39457170
Germany,DEU,2010,39383810
Germany,DEU,2011,39432271
Germany,DEU,2012,39546796
Germany,DEU,2013,39699061
Germany,DEU,2014,39924828
Germany,DEU,2015,40401849
Germany,DEU,2016,40841786
Germany,DEU,2017,41022491
Germany,DEU,2018,41163695
Germany,DEU,2019,41261519
Germany,DEU,2020,41291235
Germany,DEU,2021,41319350
Germany,DEU,2022,41511585
Germany,DEU,2023,41745849
Greece,GRC,1950,3727870
Greece,GRC,1951,3760680
Greece,GRC,1952,3793981
Greece,GRC,1953,3828548
Greece,GRC,1954,3864929
Greece,GRC,1955,3904027
Greece,GRC,1956,3944601
Greece,GRC,1957,3984521
Greece,GRC,1958,4025447
Greece,GRC,1959,4068928
Greece,GRC,1960,4113616
Greece,GRC,1961,4144748
Greece,GRC,1962,4157332
Greece,GRC,1963,4164495
Greece,GRC,1964,4171773
Greece,GRC,1965,4166040
Greece,GRC,1966,4172033
Greece,GRC,1967,4211852
Greece,GRC,1968,4244629
Greece,GRC,1969,4257167
Greece,GRC,1970,4270763
Greece,GRC,1971,4295523
Greece,GRC,1972,4326293
Greece,GRC,1973,4348985
Greece,GRC,1974,4367515
Greece,GRC,1975,4411865
Greece,GRC,1976,4480746
Greece,GRC,1977,4538177
Greece,GRC,1978,4592710
Greece,GRC,1979,4676219
Greece,GRC,1980,4749229
Greece,GRC,1981,4793812
Greece,GRC,1982,4834759
Greece,GRC,1983,4871314
Greece,GRC,1984,4904688
Greece,GRC,1985,4933567
Greece,GRC,1986,4959142
Greece,GRC,1987,4981558
Greece,GRC,1988,5002177
Greece,GRC,1989,5022068
Greece,GRC,1990,5041326
Greece,GRC,1991,5065558
Greece,GRC,1992,5094037
Greece,GRC,1993,5122473
Greece,GRC,1994,5151140
Greece,GRC,1995,5179615
Greece,GRC,1996,5206555
Greece,GRC,1997,5234078
Greece,GRC,1998,5262515
Greece,GRC,1999,5290669
Greece,GRC,2000,5319508
Greece,GRC,2001,5350938
Greece,GRC,2002,5374709
Greece,GRC,2003,5387587
Greece,GRC,2004,5399731
Greece,GRC,2005,5413665
Greece,GRC,2006,5425731
Greece,GRC,2007,5433050
Greece,GRC,2008,5440103
Greece,GRC,2009,5446774
Greece,GRC,2010,5445717
Greece,GRC,2011,5426591
Greece,GRC,2012,5381497
Greece,GRC,2013,5324545
Greece,GRC,2014,5273594
Greece,GRC,2015,5227186
Greece,GRC,2016,5202349
Greece,GRC,2017,5194440
Greece,GRC,2018,5187145
Greece,GRC,2019,5189160
Greece,GRC,2020,5185175
Greece,GRC,2021,5125531
Greece,GRC,2022,5042921
Greece,GRC,2023,4961197
Hong Kong,HKG,1950,1016898
Hong Kong,HKG,1951,1063077
Hong Kong,HKG,1952,1111327
Hong Kong,HKG,1953,1161611
Hong Kong,HKG,1954,1214184
Hong Kong,HKG,1955,1269293
Hong Kong,HKG,1956,1327551
Hong Kong,HKG,1957,1389182
Hong Kong,HKG,1958,1453423
Hong Kong,HKG,1959,1517918
Hong Kong,HKG,1960,1577519
Hong Kong,HKG,1961,1567585
Hong Kong,HKG,1962,1472792
Hong Kong,HKG,1963,1357830
Hong Kong,HKG,1964,1594045
Hong Kong,HKG,1965,1954700
Hong Kong,HKG,1966,2034264
Hong Kong,HKG,1967,1763177
Hong Kong,HKG,1968,1557023
Hong Kong,HKG,1969,1718051
Hong Kong,HKG,1970,1886133
Hong Kong,HKG,1971,2011413
Hong Kong,HKG,1972,2081886
Hong Kong,HKG,1973,2142610
Hong Kong,HKG,1974,2204025
Hong Kong,HKG,1975,2265728
Hong Kong,HKG,1976,2327181
Hong Kong,HKG,1977,2387961
Hong Kong,HKG,1978,2447850
Hong Kong,HKG,1979,2507874
Hong Kong,HKG,1980,2568751
Hong Kong,HKG,1981,2620103
Hong Kong,HKG,1982,2658726
Hong Kong,HKG,1983,2693667
Hong Kong,HKG,1984,2726905
Hong Kong,HKG,1985,2758476
Hong Kong,HKG,1986,2781373
Hong Kong,HKG,1987,2793610
Hong Kong,HKG,1988,2802898
Hong Kong,HKG,1989,2810784
Hong Kong,HKG,1990,2815775
Hong Kong,HKG,1991,2842043
Hong Kong,HKG,1992,2897199
Hong Kong,HKG,1993,2957533
Hong Kong,HKG,1994,3016308
Hong Kong,HKG,1995,3072790
Hong Kong,HKG,1996,3123592
Hong Kong,HKG,1997,3167198
Hong Kong,HKG,1998,3205531
Hong Kong,HKG,1999,3238926
Hong Kong,HKG,2000,3268515
Hong Kong,HKG,2001,3287769
Hong Kong,HKG,2002,3294630
Hong Kong,HKG,2003,3296107
Hong Kong,HKG,2004,3293185
Hong Kong,HKG,2005,3285754
Hong Kong,HKG,2006,3280086
Hong Kong,HKG,2007,3284354
Hong Kong,HKG,2008,3293545
Hong Kong,HKG,2009,3299624
Hong Kong,HKG,2010,3301871
Hong Kong,HKG,2011,3306908
Hong Kong,HKG,2012,3322418
Hong Kong,HKG,2013,3341101
Hong Kong,HKG,2014,3355062
Hong Kong,HKG,2015,3364670
Hong Kong,HKG,2016,3373158
Hong Kong,HKG,2017,3382763
Hong Kong,HKG,2018,3388614
Hong Kong,HKG,2019,3388162
Hong Kong,HKG,2020,3382711
Hong Kong,HKG,2021,3377052
Hong Kong,HKG,2022,3367866
Hong Kong,HKG,2023,3355124
Hungary,HUN,1950,4494347
Hungary,HUN,1951,4538131
Hungary,HUN,1952,4579564
Hungary,HUN,1953,4627738
Hungary,HUN,1954,4687183
Hungary,HUN,1955,4751090
Hungary,HUN,1956,4757142
Hungary,HUN,1957,4737017
Hungary,HUN,1958,4759780
Hungary,HUN,1959,4790663
Hungary,HUN,1960,4815957
Hungary,HUN,1961,4839985
Hungary,HUN,1962,4857920
Hungary,HUN,1963,4872685
Hungary,HUN,1964,4889726
Hungary,HUN,1965,4904847
Hungary,HUN,1966,4921434
Hungary,HUN,1967,4941659
Hungary,HUN,1968,4962174
Hungary,HUN,1969,4982262
Hungary,HUN,1970,4999522
Hungary,HUN,1971,5012941
Hungary,HUN,1972,5027285
Hungary,HUN,1973,5043412
Hungary,HUN,1974,5066102
Hungary,HUN,1975,5096434
Hungary,HUN,1976,5125113
Hungary,HUN,1977,5149106
Hungary,HUN,1978,5166592
Hungary,HUN,1979,5179611
Hungary,HUN,1980,5180701
Hungary,HUN,1981,5168667
Hungary,HUN,1982,5153190
Hungary,HUN,1983,5132645
Hungary,HUN,1984,5108632
Hungary,HUN,1985,5085553
Hungary,HUN,1986,5063628
Hungary,HUN,1987,5042097
Hungary,HUN,1988,5021486
Hungary,HUN,1989,4999291
Hungary,HUN,1990,4984197
Hungary,HUN,1991,4978709
Hungary,HUN,1992,4971027
Hungary,HUN,1993,4958881
Hungary,HUN,1994,4945580
Hungary,HUN,1995,4932538
Hungary,HUN,1996,4918731
Hungary,HUN,1997,4904025
Hungary,HUN,1998,4887267
Hungary,HUN,1999,4868084
Hungary,HUN,2000,4850667
Hungary,HUN,2001,4836335
Hungary,HUN,2002,4820095
Hungary,HUN,2003,4803400
Hungary,HUN,2004,4790363
Hungary,HUN,2005,4780575
Hungary,HUN,2006,4773458
Hungary,HUN,2007,4765694
Hungary,HUN,2008,4757606
Hungary,HUN,2009,4751298
Hungary,HUN,2010,4741791
Hungary,HUN,2011,4729071
Hungary,HUN,2012,4718403
Hungary,HUN,2013,4707681
Hungary,HUN,2014,4697617
Hungary,HUN,2015,4690169
Hungary,HUN,2016,4680110
Hungary,HUN,2017,4672204
Hungary,HUN,2018,4673176
Hungary,HUN,2019,4678038
Hungary,HUN,2020,4672079
Hungary,HUN,2021,4654274
Hungary,HUN,2022,4645132
Hungary,HUN,2023,4648081
Iceland,ISL,1950,71357
Iceland,ISL,1951,72808
Iceland,ISL,1952,74059
Iceland,ISL,1953,75746
Iceland,ISL,1954,77661
Iceland,ISL,1955,79457
Iceland,ISL,1956,81181
Iceland,ISL,1957,83093
Iceland,ISL,1958,85030
Iceland,ISL,1959,86838
Iceland,ISL,1960,88695
Iceland,ISL,1961,90480
Iceland,ISL,1962,92182
Iceland,ISL,1963,93870
Iceland,ISL,1964,95566
Iceland,ISL,1965,97217
